MAZ,2014 HH
892,0
893,0
894,0
895,0
896,0
897,0
898,0
899,0
900,0
901,0
902,11
903,0
904,0
905,0
906,0
907,0
908,0
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,0
917,0
918,0
919,0
920,4
921,0
922,0
923,0
924,0
925,0
926,4
927,0
928,0
929,0
930,0
931,7
932,0
933,0
934,1
935,0
936,0
937,0
938,2
939,0
940,15
941,0
942,1
943,0
944,0
945,0
946,0
947,0
948,0
949,0
950,0
951,0
952,0
953,0
954,0
955,0
956,0
957,0
958,0
959,0
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,0
971,0
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,1
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,0
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,0
1021,0
1022,0
1023,0
1024,0
1025,0
1026,0
1027,0
1028,1
1029,0
1030,0
1031,0
1032,0
1033,0
1034,0
1035,0
1036,0
1037,0
1038,1
1039,0
1040,0
1041,0
1042,0
1043,0
1044,0
1045,0
1046,0
1047,0
1048,0
1049,0
1050,0
1051,0
1052,0
1053,0
1054,0
1055,0
1056,0
1057,0
1058,0
1059,0
1060,0
1061,0
1062,0
1063,0
1064,0
1065,0
1066,0
1067,0
1068,0
1069,0
1070,0
1071,0
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
1081,0
1082,0
1083,0
1084,0
1085,0
1086,0
1087,0
1088,0
1089,0
1090,0
1091,0
1092,0
1093,0
1094,0
1095,0
1096,0
1097,0
1098,0
1099,0
1100,0
1101,0
1102,0
1103,0
1104,0
1105,0
1106,0
1107,0
1108,0
1109,0
1110,0
1111,0
1112,0
1113,0
1114,0
1115,0
1116,0
1117,0
1118,0
1119,0
1120,0
1121,0
1122,0
1123,0
1124,0
1125,0
1126,0
1127,0
1128,0
1129,0
1130,0
1131,0
1132,0
1133,0
1134,0
1135,0
1136,0
1137,0
1138,0
1139,0
1140,0
1141,0
1142,0
1143,0
1144,0
1145,0
1146,0
1147,0
1148,0
1149,0
1150,0
1151,0
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,0
1159,1
1160,0
1161,0
1162,0
1163,0
1164,0
1165,0
1166,0
1167,0
1168,0
1169,1
1170,0
1171,0
1172,0
1173,0
1174,6
1175,0
1176,0
1177,0
1178,0
1179,0
1180,0
1181,0
1182,0
1183,1
1184,0
1185,0
1186,0
1187,0
1188,0
1189,0
1190,0
1191,0
1192,0
1193,0
1194,0
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
1201,0
1202,0
1203,0
1204,0
1205,0
1206,0
1207,0
1208,0
1209,0
1210,0
1211,0
1212,0
1213,0
1214,0
1215,0
1216,0
1217,0
1218,0
1219,2
1220,0
1221,0
1222,0
1223,0
1224,0
1225,0
1226,0
1227,0
1228,0
1229,0
1230,0
1231,0
1232,0
1233,0
1234,0
1235,0
1236,0
1237,0
1238,0
1239,0
1240,0
1241,0
1242,0
1243,0
1244,1
1245,0
1246,0
1247,0
1248,0
1249,0
1250,0
1251,0
1252,0
1253,0
1254,0
1255,0
1256,0
1257,0
1258,0
1259,0
1260,0
1261,0
1262,0
1263,0
1264,0
1265,0
1266,0
1267,0
1268,0
1269,0
1270,0
1271,0
1272,0
1273,0
1274,0
1275,0
1276,0
1277,0
1278,0
1279,0
1280,9
1281,0
1282,120
1283,6
1284,39
1285,7
1286,133
1287,16
1288,19
1289,40
1290,94
1291,17
1292,13
1293,10
1294,0
1295,23
1296,13
1297,14
1298,12
1299,243
1300,84
1301,5
1302,0
1303,0
1304,0
1305,0
1306,0
1307,0
1308,0
1309,0
1310,0
1311,0
1312,3
1313,17
1314,15
1315,9
1316,10
1317,31
1318,0
1319,0
1320,0
1321,0
1322,0
1323,0
1324,0
1325,0
1326,0
1327,0
1328,0
1329,0
1330,0
1331,0
1332,0
1333,0
1334,0
1335,0
1336,0
1337,0
1338,0
1339,0
1340,0
1341,0
1342,0
1343,0
1344,0
1345,0
1346,0
1347,0
1348,0
1349,0
1350,0
1351,0
1352,0
1353,0
1354,0
1355,0
1356,24
1357,5
1358,15
1359,3
1360,25
1361,1
1362,14
1363,13
1364,18
1365,7
1366,0
1367,13
1368,8
1369,3
1370,18
1371,20
1372,52
1373,69
1374,59
1375,7
1376,62
1377,69
1378,19
1379,19
1380,4
1381,58
1382,43
1383,14
1384,6
1385,3
1386,12
1387,8
1388,1
1389,25
1390,6
1391,16
1392,9
1393,8
1394,1
1395,9
1396,1
1397,12
1398,1
1399,4
1400,0
1401,5
1402,35
1403,20
1404,8
1405,57
1406,2
1407,27
1408,17
1409,7
1410,19
1411,0
1412,21
1413,14
1414,0
1415,128
1416,15
1417,151
1418,24
1419,14
1420,16
1421,23
1422,3
1423,14
1424,193
1425,21
1426,24
1427,25
1428,24
1429,0
1430,0
1431,0
1432,0
1433,0
1434,0
1435,0
1436,0
1437,1
1438,0
1439,0
1440,0
1441,0
1442,1
1443,14
1444,19
1445,8
1446,8
1447,0
1448,8
1449,5
1450,0
1451,5
1452,8
1453,0
1454,13
1455,12
1456,8
1457,0
1458,13
1459,23
1460,21
1461,22
1462,0
1463,51
1464,22
1465,0
1466,12
1467,35
1468,0
1469,26
1470,128
1471,24
1472,40
1473,1
1474,4
1475,7
1476,0
1477,0
1478,0
1479,0
1480,0
1481,0
1482,0
1483,2
1484,32
1485,33
1486,19
1487,15
1488,18
1489,12
1490,10
1491,12
1492,8
1493,32
1494,15
1495,20
1496,12
1497,26
1498,27
1499,16
1500,22
1501,132
1502,52
1503,21
1504,12
1505,19
1506,21
1507,11
1508,23
1509,19
1510,19
1511,17
1512,23
1513,22
1514,19
1515,17
1516,29
1517,24
1518,23
1519,3
1520,21
1521,0
1522,11
1523,21
1524,32
1525,32
1526,26
1527,0
1528,0
1529,30
1530,0
1531,7
1532,0
1533,25
1534,0
1535,0
1536,0
1537,0
1538,9
1539,21
1540,38
1541,0
1542,0
1543,0
1544,0
1545,0
1546,2
1547,0
1548,0
1549,0
1550,0
1551,0
1552,0
1553,3
1554,0
1555,0
1556,0
1557,0
1558,0
1559,0
1560,0
1561,1
1562,0
1563,0
1564,0
1565,0
1566,0
1567,0
1568,0
1569,0
1570,0
1571,0
1572,0
1573,0
1574,0
1575,0
1576,0
1577,0
1578,0
1579,2
1580,0
1581,0
1582,0
1583,0
1584,0
1585,0
1586,0
1587,4
1588,0
1589,0
1590,0
1591,0
1592,0
1593,0
1594,0
1595,0
1596,0
1597,0
1598,0
1599,0
1600,0
1601,0
1602,0
1603,0
1604,0
1605,0
1606,0
1607,0
1608,0
1609,0
1610,0
1611,0
1612,0
1613,0
1614,0
1615,0
1616,0
1617,0
1618,0
1619,0
1620,0
1621,0
1622,0
1623,0
1624,0
1625,3
1626,0
1627,0
1628,0
1629,0
1630,0
1631,0
1632,0
1633,0
1634,0
1635,0
1636,0
1637,0
1638,0
1639,0
1640,0
1641,0
1642,0
1643,0
1644,0
1645,0
1646,0
1647,2
1648,0
1649,0
1650,0
1651,0
1652,0
1653,0
1654,0
1655,0
1656,0
1657,0
1658,0
1659,0
1660,0
1661,0
1662,0
1663,0
1664,0
1665,2
1666,2
1667,0
1668,0
1669,0
1670,1
1671,0
1672,0
1673,0
1674,14
1675,2
1676,0
1677,0
1678,9
1679,0
1680,5
1681,0
1682,0
1683,0
1684,2
1685,0
1686,0
1687,0
1688,0
1689,0
1690,0
1691,0
1692,0
1693,0
1694,0
1695,0
1696,0
1697,0
1698,0
1699,0
1700,0
1701,0
1702,0
1703,0
1704,0
1705,0
1706,0
1707,0
1708,0
1709,0
1710,0
1711,0
1712,0
1713,0
1714,0
1715,0
1716,0
1717,0
1718,1
1719,0
1720,11
1721,33
1722,0
1723,0
1724,0
1725,0
1726,0
1727,5
1728,0
1729,0
1730,0
1731,0
1732,0
1733,0
1734,8
1735,0
1736,0
1737,1
1738,0
1739,0
1740,0
1741,0
1742,0
1743,0
1744,0
1745,0
1746,0
1747,0
1748,0
1749,0
1750,0
1751,0
1752,0
1753,0
1754,0
1755,0
1756,0
1757,0
1758,1
1759,0
1760,0
1761,0
1762,0
1763,0
1764,0
1765,0
1766,0
1767,0
1768,2
1769,2
1770,0
1771,0
1772,0
1773,0
1774,0
1775,1
1776,0
1777,0
1778,1
1779,0
1780,0
1781,0
1782,0
1783,0
1784,0
1785,0
1786,2
1787,1
1788,0
1789,0
1790,0
1791,0
1792,0
1793,0
1794,0
1795,0
1796,0
1797,0
1798,0
1799,1
1800,0
1801,0
1802,0
1803,0
1804,0
1805,0
1806,0
1807,0
1808,4
1809,0
1810,0
1811,0
1812,0
1813,0
1814,0
1815,0
1816,0
1817,0
1818,0
1819,14
1820,0
1821,0
1822,0
1823,8
1824,34
1825,2
1826,0
1827,3
1828,3
1829,0
1830,0
1831,0
1832,0
1833,0
1834,0
1835,0
1836,6
1837,0
1838,0
1839,0
1840,0
1841,0
1842,0
1843,0
1844,0
1845,0
1846,0
1847,0
1848,0
1849,0
1850,0
1851,0
1852,0
1853,0
1854,0
1855,0
1856,0
1857,0
1858,0
1859,0
1860,0
1861,0
1862,0
1863,0
1864,0
1865,0
1866,0
1867,0
1868,4
1869,0
1870,9
1871,0
1872,0
1873,0
1874,0
1875,0
1876,0
1877,0
1878,4
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,0
1891,0
1892,0
1893,0
1894,4
1895,0
1896,0
1897,0
1898,0
1899,0
1900,0
1901,0
1902,2
1903,0
1904,0
1905,0
1906,0
1907,0
1908,0
1909,0
1910,0
1911,0
1912,0
1913,0
1914,0
1915,0
1916,0
1917,0
1918,0
1919,0
1920,0
1921,0
1922,2
1923,0
1924,0
1925,0
1926,0
1927,0
1928,0
1929,0
1930,0
1931,0
1932,0
1933,4
1934,0
1935,0
1936,0
1937,0
1938,0
1939,0
1940,0
1941,0
1942,0
1943,0
1944,0
1945,17
1946,0
1947,0
1948,0
1949,0
1950,0
1951,3
1952,0
1953,0
1954,0
1955,0
1956,0
1957,0
1958,0
1959,0
1960,0
1961,0
1962,0
1963,0
1964,0
1965,0
1966,0
1967,0
1968,0
1969,0
1970,0
1971,0
1972,0
1973,0
1974,0
1975,0
1976,0
1977,0
1978,0
1979,0
1980,0
1981,0
1982,0
1983,0
1984,0
1985,0
1986,0
1987,0
1988,0
1989,0
1990,0
1991,0
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,0
2000,0
2001,0
2002,1
2003,15
2004,3
2005,7
2006,0
2007,24
2008,3
2009,0
2010,9
2011,7
2012,2
2013,10
2014,0
2015,5
2016,9
2017,0
2018,50
2019,8
2020,7
2021,3
2022,2
2023,7
2024,6
2025,9
2026,7
2027,6
2028,0
2029,4
2030,6
2031,3
2032,3
2033,1
2034,0
2035,13
2036,0
2037,1
2038,0
2039,0
2040,0
2041,1
2042,1
2043,4
2044,1
2045,0
2046,0
2047,2
2048,5
2049,3
2050,1
2051,0
2052,0
2053,0
2054,1
2055,0
2056,1
2057,0
2058,0
2059,2
2060,2
2061,1
2062,1
2063,5
2064,2
2065,0
2066,0
2067,0
2068,4
2069,1
2070,0
2071,6
2072,1
2073,4
2074,0
2075,0
2076,1
2077,0
2078,0
2079,0
2080,0
2081,0
2082,0
2083,0
2084,0
2085,0
2086,0
2087,0
2088,0
2089,0
2090,0
2091,0
2092,0
2093,0
2094,0
2095,0
2096,0
2097,0
2098,0
2099,0
2100,0
2101,0
2102,0
2103,0
2104,1
2105,0
2106,0
2107,0
2108,0
2109,0
2110,0
2111,0
2112,0
2113,0
2114,0
2115,0
2116,0
2117,0
2118,0
2119,0
2120,0
2121,0
2122,0
2123,0
2124,0
2125,0
2126,0
2127,0
2128,0
2129,7
2130,13
2131,4
2132,2
2133,8
2134,5
2135,1
2136,17
2137,3
2138,1
2139,2
2140,9
2141,6
2142,9
2143,8
2144,5
2145,5
2146,3
2147,0
2148,3
2149,7
2150,7
2151,9
2152,2
2153,10
2154,5
2155,9
2156,6
2157,9
2158,8
2159,0
2160,3
2161,5
2162,6
2163,5
2164,6
2165,7
2166,5
2167,10
2168,3
2169,3
2170,8
2171,0
2172,6
2173,7
2174,2
2175,0
2176,6
2177,19
2178,5
2179,10
2180,9
2181,44
2182,16
2183,20
2184,22
2185,50
2186,11
2187,6
2188,20
2189,1
2190,4
2191,0
2192,33
2193,4
2194,3
2195,0
2196,0
2197,0
2198,7
2199,0
2200,0
2201,0
2202,0
2203,0
2204,0
2205,0
2206,1
2207,0
2208,0
2209,1
2210,0
2211,0
2212,0
2213,0
2214,0
2215,9
2216,0
2217,0
2218,0
2219,0
2220,0
2221,0
2222,0
2223,0
2224,0
2225,0
2226,3
2227,1
2228,0
2229,0
2230,0
2231,38
2232,0
2233,1
2234,0
2235,0
2236,0
2237,12
2238,0
2239,11
2240,27
2241,0
2242,0
2243,4
2244,25
2245,0
2246,0
2247,0
2248,3
2249,5
2250,1
2251,19
2252,0
2253,0
2254,0
2255,21
2256,0
2257,2
2258,38
2259,17
2260,0
2261,52
2262,0
2263,5
2264,0
2265,0
2266,22
2267,14
2268,13
2269,19
2270,19
2271,17
2272,6
2273,18
2274,11
2275,23
2276,27
2277,0
2278,12
2279,15
2280,12
2281,17
2282,0
2283,0
2284,0
2285,0
2286,0
2287,0
2288,0
2289,0
2290,0
2291,0
2292,0
2293,0
2294,0
2295,0
2296,0
2297,0
2298,0
2299,0
2300,0
2301,0
2302,0
2303,0
2304,0
2305,0
2306,0
2307,1
2308,1
2309,0
2310,0
2311,0
2312,0
2313,0
2314,0
2315,0
2316,0
2317,0
2318,0
2319,0
2320,0
2321,0
2322,0
2323,0
2324,0
2325,0
2326,0
2327,0
2328,0
2329,0
2330,0
2331,0
2332,0
2333,0
2334,0
2335,0
2336,0
2337,0
2338,2
2339,0
2340,0
2341,0
2342,0
2343,0
2344,0
2345,0
2346,0
2347,0
2348,0
2349,0
2350,40
2351,0
2352,1
2353,0
2354,11
2355,3
2356,0
2357,0
2358,0
2359,1
2360,2
2361,98
2362,0
2363,4
2364,2
2365,0
2366,0
2367,2
2368,1
2369,4
2370,92
2371,0
2372,4
2373,1
2374,2
2375,6
2376,0
2377,0
2378,0
2379,0
2380,0
2381,0
2382,0
2383,12
2384,38
2385,2
2386,0
2387,0
2388,14
2389,0
2390,0
2391,8
2392,0
2393,13
2394,13
2395,10
2396,9
2397,2
2398,1
2399,0
2400,12
2401,14
2402,3
2403,10
2404,12
2405,4
2406,0
2407,0
2408,17
2409,17
2410,14
2411,3
2412,3
2413,8
2414,7
2415,2
2416,7
2417,8
2418,0
2419,11
2420,9
2421,2
2422,1
2423,1
2424,0
2425,39
2426,21
2427,5
2428,1
2429,0
2430,0
2431,0
2432,0
2433,0
2434,0
2435,0
2436,0
2437,0
2438,0
2439,2
2440,1
2441,0
2442,0
2443,0
2444,0
2445,0
2446,2
2447,7
2448,0
2449,0
2450,0
2451,0
2452,0
2453,0
2454,0
2455,0
2456,0
2457,0
2458,0
2459,0
2460,0
2461,0
2462,0
2463,0
2464,0
2465,0
2466,0
2467,0
2468,0
2469,0
2470,0
2471,0
2472,0
2473,0
2474,0
2475,0
2476,0
2477,0
2478,0
2479,0
2480,0
2481,6
2482,0
2483,0
2484,0
2485,0
2486,0
2487,0
2488,0
2489,0
2490,14
2491,0
2492,0
2493,0
2494,0
2495,7
2496,0
2497,0
2498,0
2499,0
2500,0
2501,0
2502,0
2503,0
2504,0
2505,0
2506,0
2507,0
2508,7
2509,0
2510,0
2511,0
2512,0
2513,0
2514,0
2515,0
2516,0
2517,16
2518,0
2519,0
2520,0
2521,0
2522,0
2523,0
2524,0
2525,0
2526,0
2527,1
2528,1
2529,0
2530,0
2531,18
2532,0
2533,0
2534,0
2535,0
2536,0
2537,1
2538,0
2539,0
2540,0
2541,0
2542,0
2543,0
2544,0
2545,0
2546,0
2547,0
2548,0
2549,0
2550,0
2551,0
2552,0
2553,1
2554,0
2555,0
2556,0
2557,0
2558,0
2559,0
2560,0
2561,0
2562,1
2563,0
2564,0
2565,0
2566,1
2567,0
2568,0
2569,0
2570,0
2571,0
2572,0
2573,0
2574,0
2575,0
2576,0
2577,0
2578,0
2579,0
2580,0
2581,1
2582,0
2583,0
2584,0
2585,0
2586,0
2587,1
2588,0
2589,0
2590,0
2591,0
2592,0
2593,0
2594,0
2595,0
2596,0
2597,0
2598,0
2599,0
2600,0
2601,1
2602,1
2603,0
2604,0
2605,0
2606,0
2607,0
2608,0
2609,0
2610,0
2611,0
2612,0
2613,0
2614,0
2615,4
2616,0
2617,0
2618,2
2619,0
2620,0
2621,0
2622,0
2623,0
2624,0
2625,0
2626,0
2627,0
2628,0
2629,0
2630,0
2631,0
2632,0
2633,1
2634,1
2635,0
2636,1
2637,0
2638,0
2639,0
2640,0
2641,0
2642,0
2643,0
2644,0
2645,0
2646,0
2647,0
2648,1
2649,0
2650,1
2651,0
2652,0
2653,0
2654,0
2655,0
2656,0
2657,0
2658,0
2659,0
2660,0
2661,0
2662,0
2663,1
2664,1
2665,0
2666,0
2667,0
2668,0
2669,1
2670,0
2671,0
2672,0
2673,1
2674,7
2675,0
2676,0
2677,0
2678,5
2679,0
2680,0
2681,0
2682,1
2683,0
2684,0
2685,0
2686,0
2687,0
2688,0
2689,1
2690,1
2691,0
2692,0
2693,0
2694,5
2695,0
2696,0
2697,4
2698,2
2699,1
2700,0
2701,0
2702,0
2703,0
2704,0
2705,1
2706,0
2707,0
2708,0
2709,0
2710,0
2711,0
2712,0
2713,0
2714,5
2715,1
2716,0
2717,0
2718,0
2719,0
2720,7
2721,0
2722,0
2723,0
2724,0
2725,0
2726,0
2727,4
2728,0
2729,24
2730,3
2731,0
2732,0
2733,0
2734,5
2735,0
2736,0
2737,0
2738,0
2739,0
2740,0
2741,0
2742,0
2743,2
2744,0
2745,0
2746,0
2747,0
2748,0
2749,0
2750,0
2751,0
2752,0
2753,0
2754,0
2755,0
2756,0
2757,0
2758,18
2759,0
2760,4
2761,35
2762,6
2763,24
2764,25
2765,7
2766,4
2767,41
2768,30
2769,0
2770,0
2771,0
2772,0
2773,0
2774,0
2775,0
2776,0
2777,0
2778,0
2779,0
2780,0
2781,0
2782,0
2783,0
2784,0
2785,0
2786,0
2787,0
2788,0
2789,0
2790,0
2791,0
2792,0
2793,0
2794,0
2795,0
2796,0
2797,0
2798,0
2799,0
2800,0
2801,0
2802,0
2803,0
2804,0
2805,0
2806,0
2807,0
2808,0
2809,0
2810,0
2811,0
2812,2
2813,1
2814,0
2815,0
2816,1
2817,0
2818,0
2819,0
2820,0
2821,3
2822,0
2823,1
2824,2
2825,3
2826,0
2827,0
2828,0
2829,0
2830,0
2831,0
2832,0
2833,5
2834,0
2835,0
2836,0
2837,0
2838,0
2839,1
2840,0
2841,0
2842,0
2843,0
2844,0
2845,0
2846,0
2847,0
2848,0
2849,0
2850,0
2851,0
2852,0
2853,0
2854,0
2855,0
2856,0
2857,0
2858,0
2859,0
2860,0
2861,0
2862,0
2863,0
2864,0
2865,0
2866,0
2867,0
2868,0
2869,0
2870,0
2871,0
2872,0
2873,0
2874,3
2875,0
2876,2
2877,0
2878,0
2879,0
2880,0
2881,0
2882,0
2883,0
2884,0
2885,0
2886,0
2887,0
2888,0
2889,6
2890,0
2891,14
2892,0
2893,0
2894,0
2895,0
2896,0
2897,0
2898,0
2899,0
2900,0
2901,0
2902,0
2903,0
2904,0
2905,0
2906,0
2907,0
2908,0
2909,0
2910,0
2911,0
2912,0
2913,0
2914,0
2915,0
2916,0
2917,0
2918,0
2919,0
2920,0
2921,0
2922,0
2923,15
2924,0
2925,0
2926,0
2927,0
2928,2
2929,0
2930,0
2931,0
2932,0
2933,0
2934,0
2935,0
2936,0
2937,0
2938,0
2939,4
2940,11
2941,0
2942,0
2943,0
2944,0
2945,0
2946,0
2947,0
2948,0
2949,0
2950,0
2951,0
2952,0
2953,0
2954,0
2955,5
2956,0
2957,1
2958,0
2959,4
2960,0
2961,0
2962,0
2963,0
2964,0
2965,0
2966,0
2967,0
2968,0
2969,0
2970,1
2971,0
2972,1
2973,0
2974,0
2975,0
2976,0
2977,0
2978,0
2979,0
2980,0
2981,0
2982,0
2983,0
2984,0
2985,0
2986,0
2987,0
2988,0
2989,2
2990,10
2991,16
2992,16
2993,11
2994,31
2995,39
